-0.59608	-0.00533	1.37902	-0.45414	-0.19916	-2.11928	-0.07988	-0.07196	-0.15924	-0.23637	-1.08902	1.42613	-0.05256	1.66717	-2.07515	-1.80501	-0.28169	1.57230	-1.30834	1.59330	0.67100	0.47710	0.83829	-0.22083	-0.05034	-2.21524	-0.65012	0.06953	0.01218	-0.52430	1.23541	0.86566	-0.84498	-1.00551	-2.36997	1.06013	1.12105	-0.59792	-1.14143	2.12430	-1.60929	0.40718	-0.02553	-1.09516	-0.83132	0.32242	-1.65767	-0.68086	0.02467	0.92065
1.27509	1.62670	0.76202	0.02307	0.55183	-1.82686	-0.00093	1.04452	-0.33787	-0.13190	-1.68553	1.08500	-0.07296	-1.00169	0.00293	-1.69719	-2.21975	1.65748	0.54311	0.25899	0.41014	1.80940	1.34564	-0.52780	-0.93829	-0.19388	-0.15915	-0.33424	0.44715	-0.58928	-0.13763	-1.15501	1.50746	-0.46585	0.41150	-0.09751	-0.79466	-0.99326	1.18971	-0.30121	1.10477	0.42273	1.50929	1.31187	-0.72151	0.48209	-0.25521	-0.45291	2.04983	-0.92980
-1.06247	0.98117	0.39929	1.46768	-0.99706	0.30837	-0.95725	1.34311	-0.11225	0.54869	-0.60650	0.37998	-0.68751	0.55728	-0.14082	0.11236	-0.48703	0.51908	-0.59351	2.08990	0.41964	-0.56774	-2.38940	0.19555	1.49947	1.25734	-0.85179	0.05668	-1.17665	0.92552	0.74660	-1.28169	0.63430	0.26463	1.65812	-0.83935	1.30168	1.61473	-1.41687	0.30809	1.75695	0.91084	0.81057	1.43934	1.43531	0.18627	1.60137	-0.44578	2.12720	-0.62469
-0.50177	-1.60120	-1.63320	0.91461	0.99457	0.24148	-0.41211	-0.14907	-0.03651	-0.51535	-0.75058	-0.16134	-0.03609	0.41317	0.39847	-0.22855	0.46449	0.03797	0.26549	-0.69716	1.60674	-0.43084	-0.48299	-0.23381	0.97640	2.29479	0.36516	0.61261	0.70017	2.23767	0.89256	-1.52130	-0.55936	-0.85295	-0.53758	-1.10354	-0.27675	-0.25415	0.24562	0.65474	-1.72608	-1.24975	-0.07256	-1.10914	0.21278	-0.13123	-0.31247	0.39840	-0.20723	1.56176
0.18960	-2.36743	1.77203	-1.34896	-1.41172	-1.32692	-0.14593	1.20168	-1.68910	0.28721	-0.59155	-0.19426	0.86346	-0.20341	-1.63024	-0.82415	0.74008	0.24397	0.00629	-0.02521	0.17976	-0.51395	0.64978	-0.13868	-0.55580	-1.17711	-0.95623	-0.80007	1.75239	0.54723	-0.51266	-0.32080	0.97737	0.76643	0.58246	-1.15536	-0.40313	-0.33909	0.68383	0.18029	2.50912	0.95286	0.63015	-0.96938	-0.86572	0.88047	-0.06182	-1.00170	0.41115	-0.74504
-0.52798	-1.06977	0.47134	-0.88365	0.72808	1.23814	-0.52993	-0.45122	-0.95789	-0.55426	-0.04613	-0.78177	0.34325	-1.36427	0.27202	-0.55496	-2.38737	-0.40729	0.75354	-1.80122	0.80217	0.33440	-0.19965	-0.20737	1.49089	0.17547	-2.03217	0.51287	0.36023	0.42151	0.82369	0.41782	0.38582	0.42553	0.01874	-0.21883	-1.29615	1.22047	-0.07923	-0.64500	0.42989	-1.39685	1.16118	2.29603	-1.83952	0.95574	0.91669	-0.91421	-1.33615	-1.16900
3.00528	-0.18914	-0.89820	0.20331	2.35825	-0.00989	1.37936	1.64762	-0.28073	0.55827	-0.20698	1.45108	-1.40806	-0.98611	-1.71614	-1.20767	1.66361	0.12476	-0.96384	0.54885	-0.51321	1.44983	-0.82080	-1.18398	1.87767	0.27931	-0.31556	-0.28415	1.27157	0.32220	0.63382	-0.86595	-1.56853	0.39334	-1.60539	-0.31258	0.24824	0.50809	-0.02607	-0.03854	-1.10131	-2.06736	0.72640	0.04170	-0.31353	-0.97220	-0.27288	0.36217	0.90355	-0.77679
-0.86139	0.22627	-0.48873	-0.71660	1.51461	2.03256	0.34937	-0.40131	1.32388	0.52530	0.52846	-0.87841	0.50939	-0.31798	1.01697	0.77226	-0.81956	-0.79721	-0.13568	1.40601	-0.09239	-0.70835	0.42774	-0.24687	1.23557	-0.91861	1.69698	0.87060	1.40613	-0.82645	-0.38999	-1.09129	0.64703	0.81915	0.24982	-2.08238	1.30560	-0.53751	0.68451	-0.60951	0.26296	-0.55737	0.36103	-0.50108	-0.98187	-1.54224	0.01390	-0.46340	-0.43648	0.14108
0.67199	0.11634	1.75590	-0.21194	-0.20467	-1.79939	1.65571	-0.50606	0.71774	-0.04224	-0.93703	-0.71651	-1.17432	0.93635	-1.88922	0.31130	-0.70664	-0.43697	-0.14560	1.27910	-0.05522	0.59919	-0.79049	-0.79525	0.08144	1.08872	-0.71979	-0.58636	0.12494	-0.20574	2.49528	0.55423	0.53634	0.84456	1.09085	0.49760	0.01242	-1.74869	-0.47112	-0.02675	-1.68429	0.84570	-0.76058	-0.85383	-0.56428	-0.54372	1.20279	0.99240	1.49121	0.53464
1.68422	1.51129	1.96751	-0.18685	0.16011	-0.41807	0.11969	-0.97796	-0.24704	-1.27066	1.03857	-0.91752	0.98240	0.29973	-0.25684	0.43290	0.80360	-1.38492	-0.42530	0.23426	1.56158	0.89639	-1.05584	-1.87723	2.38220	-0.08882	1.10089	3.60361	-1.18090	1.15974	-0.11063	-0.97082	-0.09126	2.39296	-0.03855	-0.87018	-0.03025	0.51858	1.08558	-0.41980	0.17548	-1.37668	-1.05534	-2.46501	-0.59559	-0.89241	-0.56501	-1.40753	-0.25142	1.54469
0.36074	0.96425	-0.94654	0.52083	0.15565	1.28447	-0.15433	0.22089	-1.00637	0.97911	0.10153	0.08108	1.24449	-0.55436	-0.55484	0.96732	0.22676	1.34813	0.09897	0.76118	-0.02624	0.24817	-0.05252	0.87184	-0.30586	0.91999	1.04545	-1.15684	0.21324	1.15882	0.38316	0.94857	0.33268	-0.04540	-0.13668	-1.00576	0.33821	-0.70311	0.08702	1.79830	0.17368	0.80193	0.07428	-1.23496	0.19412	-2.16854	0.46980	0.17636	0.33247	-1.17037
0.60976	1.76798	-0.54231	-0.71754	0.05658	1.37697	-0.58196	0.22925	-0.06898	-0.76069	-0.11522	0.67976	0.39481	0.31696	1.43688	-1.33258	-0.83249	0.09374	0.30540	0.34293	0.69203	-0.14443	-0.43952	-0.64171	0.58254	-0.40166	-1.03943	0.94837	-1.13803	0.45690	0.63978	0.94548	-0.04734	0.50652	-1.04783	-0.55992	1.61959	0.26179	1.10938	-1.90518	0.40323	-0.32740	1.91074	-0.81669	0.22458	0.59306	0.49606	-1.40980	0.30661	-0.37436
